name,city,link
Комп'ютер у школі та сім'ї,Київ,http://nbuv.gov.ua/j-tit/komp
Збірник наукових праць Донецького державного університету управління,"ерія : Економіка, Маріуполь",http://nbuv.gov.ua/j-tit/znpdduu
Теорія і практика фізичного виховання,,http://nbuv.gov.ua/j-tit/Tipfv
Філософські дослідження,Луганськ,http://nbuv.gov.ua/j-tit/Phd
Русская литература. Исследования,Киев,http://nbuv.gov.ua/j-tit/rli
Український журнал військової медицини,Київ,http://nbuv.gov.ua/j-tit/ukrjmm
Современные проблемы строительства,Донецк,http://nbuv.gov.ua/j-tit/Spbud
Питання степового лісознавства та лісової рекультивації земель,Дніпро,http://nbuv.gov.ua/j-tit/pslis
Актуальні питання суспільних наук та історії медицини,Чернівці,http://nbuv.gov.ua/j-tit/apcnim
Вісник Академії адвокатури України,Київ,http://nbuv.gov.ua/j-tit/vaau
Горизонти освіти,Севастополь,http://nbuv.gov.ua/j-tit/gorosv
Економіка. Управління. Інновації,"ерія : Економічні науки, Житомир",http://nbuv.gov.ua/j-tit/eui
Дриновський збірник,Харків-Софія,http://nbuv.gov.ua/j-tit/drinzb
Медична освіта,Одеса,http://nbuv.gov.ua/j-tit/Mosv
Історико-політичні проблеми сучасного світу,Чернівці,http://nbuv.gov.ua/j-tit/Ippss
Науковий вісник Дипломатичної академії України,Київ,http://nbuv.gov.ua/j-tit/Nvdau
"Комп'ютерне моделювання: аналіз, управління, оптимізація",Дніпро,http://nbuv.gov.ua/j-tit/kmauo
Збірник наукових праць Донецького державного університету управління,"ерія : Технічні науки: управління проектами та програмами, Донецьк",http://nbuv.gov.ua/j-tit/znpdduu_Tn
Теорія ймовірностей та математична статистика,,http://nbuv.gov.ua/j-tit/Tims
Філософські обрії,"Київ, Полтава",http://nbuv.gov.ua/j-tit/FiloFilo
Русская филология. Вестник Харьковского национального педагогического университета им. Г. С. Сковороды,Харків,http://nbuv.gov.ua/j-tit/rfuv
Український журнал гематології та трансфузіології,Київ,http://nbuv.gov.ua/j-tit/Ujgt
Современные проблемы физического материаловедения,"ерія : Физико-химические основы технологии порошковых материалов, Киев",http://nbuv.gov.ua/j-tit/spfm
Питання хімії та хімічної технології,Дніпро,http://nbuv.gov.ua/j-tit/Vchem
Актуальні питання фармацевтичної і медичної науки та практики,Запоріжжя,http://nbuv.gov.ua/j-tit/apfimntp
Вісник Академії праці і соціальних відносин Федерації профспілок України,"ер. : Право та державне управління, Київ",http://nbuv.gov.ua/j-tit/VAPSV_pdu
Горноспасательное дело,Донецк,http://nbuv.gov.ua/j-tit/gorsp
Економіка. Фінанси. Менеджмент: актуальні питання науки і практики,Вінниця,http://nbuv.gov.ua/j-tit/efmapnp
Дрогобицький краєзнавчий збірник,Дрогобич,http://nbuv.gov.ua/j-tit/dkz
Медична психологія,Тернопіль,http://nbuv.gov.ua/j-tit/Mpsl
Історико-політичні студії,Київ,http://nbuv.gov.ua/j-tit/ipc
Науковий вісник Дніпропетровського державного університету внутрішніх справ,Дніпро,http://nbuv.gov.ua/j-tit/Nvdduvs
"Комп'ютерні засоби, мережі та системи",Київ,http://nbuv.gov.ua/j-tit/Kzms
Збірник наукових праць Донецького інституту залізничного транспорту,Донецк,http://nbuv.gov.ua/j-tit/znpdizt
Теорія оптимальних рішень,,http://nbuv.gov.ua/j-tit/Tor
Філософські проблеми гуманітарних наук,Київ,http://nbuv.gov.ua/j-tit/Fpgn
"Русский язык, литература, культура в школе и ВУЗе","Киев",http://nbuv.gov.ua/j-tit/rylksv
"Український журнал дерматології, венерології, косметології",Київ,http://nbuv.gov.ua/j-tit/Ujdvc
Софія,Київ,http://nbuv.gov.ua/j-tit/sophia
Південний архів," Історичні науки, Херсон",http://nbuv.gov.ua/j-tit/Pain
Актуальні питання філології,Київ,http://nbuv.gov.ua/j-tit/apf
"Вісник Академії праці, соціальних відносин і туризму",Київ,http://nbuv.gov.ua/j-tit/VAPSV
Грані,Дніпро,http://nbuv.gov.ua/j-tit/Grani
Економіка. Фінанси. Право,Київ,http://nbuv.gov.ua/j-tit/ecfipr
Дух і літера,Київ,http://nbuv.gov.ua/j-tit/duhl
"Медична реабілітація, курортологія і фізіотерапія",Львів,http://nbuv.gov.ua/j-tit/Mrkf
Історико-правовий часопис,Луцьк,http://nbuv.gov.ua/j-tit/icprch
Науковий вісник Дніпропетровського державного університету внутрішніх справ,Дніпро,http://nbuv.gov.ua/j-tit/nvdv_s
Комп'ютерні технології друкарства,Львів,http://nbuv.gov.ua/j-tit/Ktd
Збірник наукових праць Інституту геологічних наук НАН України,Київ,http://nbuv.gov.ua/j-tit/znpign
Теорія та методика вивчення природничо-математичних і технічних дисциплін,,http://nbuv.gov.ua/j-tit/Tmvpm
Філософські проблеми освіти,Дніпропетровськ,http://nbuv.gov.ua/j-tit/Filpo
Український журнал дистанційного зондування Землі,Київ,http://nbuv.gov.ua/j-tit/ukjdzz
Софія Київська: Візантія. Русь. Україна,Київ,http://nbuv.gov.ua/j-tit/sskbru
Південний архів," Філологічні науки, Херсон",http://nbuv.gov.ua/j-tit/Pafn
Актуальні проблеми автоматизації та інформаційних технологій,Дніпро,http://nbuv.gov.ua/j-tit/apatit
Вісник Академії управління МВС,Київ,http://nbuv.gov.ua/j-tit/ucnavs
Грані Історії,Слов'янськ,http://nbuv.gov.ua/j-tit/grist
Економіка: реалії часу,Одеса,http://nbuv.gov.ua/j-tit/econrch
Духовні студії,Київ,http://nbuv.gov.ua/j-tit/dust
Медична та клінічна хімія,Львів,http://nbuv.gov.ua/j-tit/Med_chim
Історична пам'ять,Полтава,http://nbuv.gov.ua/j-tit/Ip
Науковий вісник Донбасу,Луганськ,http://nbuv.gov.ua/j-tit/nvd
"Комп'ютерно-інтегровані технології: освіта, наука, виробництво",Луцьк,http://nbuv.gov.ua/j-tit/kint
Збірник наукових праць Інституту проблем моделювання в енергетиці ім. Г. Є. Пухова,Київ,http://nbuv.gov.ua/j-tit/znpipm
Теорія та методика навчання та виховання,,http://nbuv.gov.ua/j-tit/znpkhnpu_ttmniv
Філософські та методологічні проблеми права,Київ,http://nbuv.gov.ua/j-tit/Fmpp
Український журнал дитячої ендокринології,Київ,http://nbuv.gov.ua/j-tit/ujde
"Социология: теория, методы, маркетинг",Киев,http://nbuv.gov.ua/j-tit/crtmm
Південноукраїнський правничий часопис,Одеса,http://nbuv.gov.ua/j-tit/Pupch
"Актуальні проблеми акушерства і гінекології, клінічної імунології та медичної генетики",Київ,http://nbuv.gov.ua/j-tit/Apagki
Вісник Асоціації кримінального права України,Харків,http://nbuv.gov.ua/j-tit/vakpu
Гуманізація навчально-виховного процесу,Слов'янськ,http://nbuv.gov.ua/j-tit/gnvp
Економіка: теорія та практика,Київ,http://nbuv.gov.ua/j-tit/econom
"Духовність особистості: методологія, теорія і практика","Сєвєродонецьк",http://nbuv.gov.ua/j-tit/domtp
Медичне право,Дніпро,http://nbuv.gov.ua/j-tit/mpravo
Історична панорама,"пеціальність : Історія, Чернівці",http://nbuv.gov.ua/j-tit/Istp
Науковий вісник Донецького національного технічного університету,Покровськ,http://nbuv.gov.ua/j-tit/nvdontu
Компаративні дослідження слов’янських мов і літератур. Пам’яті академіка Леоніда Булаховського,Київ,http://nbuv.gov.ua/j-tit/kdsm
Збірник наукових праць Інституту психології iмені Г. С. Костюка Національної АПН України," Проблеми загальної та педагогічної психології, Київ",http://nbuv.gov.ua/j-tit/pzpp
Теорія та методика фізичного виховання,,http://nbuv.gov.ua/j-tit/TMFV
Фінанси України,Київ,http://nbuv.gov.ua/j-tit/Fu
Український журнал екстремальної медицини імені Г. О. Можаєва,Луганськ,http://nbuv.gov.ua/j-tit/Ujem
Соціальна економіка,Харків,http://nbuv.gov.ua/j-tit/se
Підводні дослідження: Археологія. Історія. Дайвінг,Запоріжжя,http://nbuv.gov.ua/j-tit/Pdaid
Актуальні проблеми вдосконалення чинного законодавства України,Івано-Франківськ,http://nbuv.gov.ua/j-tit/apvchzu
Вісник Астрономічної Школи,Київ,http://nbuv.gov.ua/j-tit/vash
Гуманітарна освіта у технічних вищих навчальних закладах,Київ,http://nbuv.gov.ua/j-tit/gotvnz
Економіко-математичне моделювання соціально-економічних систем,Київ,http://nbuv.gov.ua/j-tit/emmses
Медичне право,Чернівці,http://nbuv.gov.ua/j-tit/medpcv
Історичний архів,Миколаїв,http://nbuv.gov.ua/j-tit/Ians
Науковий вісник Дрогобицького державного педагогічного університету імені Івана Франка,"ер. : Філологічні науки (мовознавство), Дрогобич",http://nbuv.gov.ua/j-tit/nvddpufm
Компрессорное и энергетическое машиностроение,Киев,http://nbuv.gov.ua/j-tit/Kiem
Збірник наукових праць Інституту Тутковського,Київ,http://nbuv.gov.ua/j-tit/znpit
Теорія та практика державного управління,,http://nbuv.gov.ua/j-tit/Tpdu
"Фінанси, облік і аудит",Київ,http://nbuv.gov.ua/j-tit/Foa
Український журнал з бібліотекознавства та інформаційних наук,Київ,http://nbuv.gov.ua/j-tit/ujlis
Соціальна педагогіка: теорія та практика,Луганськ,http://nbuv.gov.ua/j-tit/spttp
Підводні технології. Промислова та цивільна інженерія,Київ,http://nbuv.gov.ua/j-tit/pidteh
Актуальні проблеми вітчизняної та всесвітньої історії,Рівне,http://nbuv.gov.ua/j-tit/apvtvi
Вісник Бердянського університету менеджменту і бізнесу,Бердянськ,http://nbuv.gov.ua/j-tit/vbumb
"Гуманітарний вісник Державного вищого навчального закладу ""Переяслав-Хмельницький державний педагогічний університет імені Г. С. Сковороди"""," Педагогіка, Переяслав-Хмельницький",http://nbuv.gov.ua/j-tit/gvdzphp
Економіст,Київ,http://nbuv.gov.ua/j-tit/econ
Медичні перспективи,Киев,http://nbuv.gov.ua/j-tit/Mp
Історичні записки,Луганськ,http://nbuv.gov.ua/j-tit/Istz
Науковий вісник Івано-Франківського національного технічного університету нафти і газу,Івано-Франківськ,http://nbuv.gov.ua/j-tit/Nvif
Компьютерная математика,Киев,http://nbuv.gov.ua/j-tit/Koma
"Збірник наукових праць Ірпінської фінансово-юридичної академії (економіка, право)",Ірпінь,http://nbuv.gov.ua/j-tit/znpifyua
Теорія та практика державного управління і місцевого самоврядування,,http://nbuv.gov.ua/j-tit/Ttpdu
Фінансове право ,Ірпінь,http://nbuv.gov.ua/j-tit/Fp
Український журнал з проблем медицини праці,Київ,http://nbuv.gov.ua/j-tit/Ujpmp
Соціальна перспектива і регіональний розвиток,Запоріжжя,http://nbuv.gov.ua/j-tit/spirr
Підйомно-транспортна техніка,Одеса,http://nbuv.gov.ua/j-tit/Pidtt
Актуальні проблеми вітчизняної та всесвітньої історії,Харків,http://nbuv.gov.ua/j-tit/apvvi
Вісник Верховного Суду України,Київ,http://nbuv.gov.ua/j-tit/vvsu
"Гуманітарний вісник Державного вищого навчального закладу ""Переяслав-Хмельницький державний педагогічний університет імені Григорія Сковороди"""," Психологія, Переяслав-Хмельницький",http://nbuv.gov.ua/j-tit/gvphpups
Економічна кібернетика,Донецьк,http://nbuv.gov.ua/j-tit/eccib
"Медіафорум: аналітика, прогнози, інформаційний менеджмент",Київ,http://nbuv.gov.ua/j-tit/mfapim
Історичні і політологічні дослідження,Вінниця,http://nbuv.gov.ua/j-tit/Iipd
Науковий вісник Івано-Франківського національного технічного університету нафти і газу,"ерія : Економіка та управління в нафтовій і газовій промисловості, Івано-Франківськ",http://nbuv.gov.ua/j-tit/nvifnunge
Комунальне господарство міст,"ерія : Економічні науки, Харків",http://nbuv.gov.ua/j-tit/kgm_econ
Збірник наукових праць Кам'янець-Подільського національного університету ім. Івана Огієнка,"ерія : Педагогічна, Кам'янець-Подільський",http://nbuv.gov.ua/j-tit/znpkp_ped
Теорія та практика дизайну,,http://nbuv.gov.ua/j-tit/tprd
Фінансовий контроль,Київ,http://nbuv.gov.ua/j-tit/Finkontr
Український журнал клінічної та лабораторної медицини,Луганськ,http://nbuv.gov.ua/j-tit/Ujkl
Соціальна психологія,Київ,http://nbuv.gov.ua/j-tit/sp
Підприємництво і торгівля,Львів,http://nbuv.gov.ua/j-tit/Torg
Актуальні проблеми вітчизняної юриспруденції,Дніпро,http://nbuv.gov.ua/j-tit/apvu
Вісник Вищого адміністративного суду України,Київ,http://nbuv.gov.ua/j-tit/vvas
"Гуманітарний вісник Державного вищого навчального закладу ""Переяслав-Хмельницький державний педагогічний університет імені Григорія Сковороди"""," Філософія, Переяслав-Хмельницький",http://nbuv.gov.ua/j-tit/gvphpuph
Економічна стратегія і перспективи розвитку сфери торгівлі та послуг,Харків,http://nbuv.gov.ua/j-tit/esprstp
Международное право,Маріуполь,http://nbuv.gov.ua/j-tit/miprr
Історичні студії суспільного прогресу,Глухів,http://nbuv.gov.ua/j-tit/iscp
Науковий вісник Ізмаїльського державного гуманітарного університету,Ізмаїл,http://nbuv.gov.ua/j-tit/Nvidgu
Комунальне господарство міст,"ерія : Технічні науки та архітектура, Харків",http://nbuv.gov.ua/j-tit/kgm_tech
Збірник наукових праць Кам'янець-Подільського національного університету імені Івана Огієнка,"ерія : Соціально-педагогічна, Кам'янець-Подільський",http://nbuv.gov.ua/j-tit/znpkp_sp
Теорія та практика навчання фізико-математичних та технологічних дисциплін,,http://nbuv.gov.ua/j-tit/Ttpnav
Фінансовий простір,Черкаси,http://nbuv.gov.ua/j-tit/Fin_pr
Український журнал малоінвазивної та ендоскопічної хірургії,Київ,http://nbuv.gov.ua/j-tit/Ujmekh
Соціальна робота в Україні: теорія і практика,Київ,http://nbuv.gov.ua/j-tit/srutip
Підприємництво та інновації,Київ,http://nbuv.gov.ua/j-tit/pidinnov
Актуальні проблеми держави і права,Одеса,http://nbuv.gov.ua/j-tit/apdp
Вісник Вищої кваліфікаційної комісії суддів України,Київ,http://nbuv.gov.ua/j-tit/Vvkksu
Гуманітарний вісник Запорізької державної інженерної академії,Запоріжжя,http://nbuv.gov.ua/j-tit/znpgvzdia
Економічна та продовольча безпека України,Одеса,http://nbuv.gov.ua/j-tit/epbu
Меліорація і водне господарство,Київ,http://nbuv.gov.ua/j-tit/Mivg
Історичні студії Східноєвропейського національного університету імені Лесі Українки,Луцьк,http://nbuv.gov.ua/j-tit/Istst
Науковий вісник Інституту кримінально-виконавчої служби,Київ,http://nbuv.gov.ua/j-tit/nvikrvc
Конкуренція. Вісник Антимонопольного комітету України,Київ,http://nbuv.gov.ua/j-tit/konvaku
"Збірник наукових праць ""Науково-дослідного гірничорудного інституту"" Державного вищого навчального закладу ""Криворізький національний університет""",Кривий Ріг,http://nbuv.gov.ua/j-tit/Znpdgi
Теорія та практика судової експертизи і криміналістики,,http://nbuv.gov.ua/j-tit/Tpsek
Фінансові дослідження,Чернігів,http://nbuv.gov.ua/j-tit/find
"Український журнал медицини, біології та спорту",Миколаїв,http://nbuv.gov.ua/j-tit/ujmbs
"Соціальна робота та управління: соціологія, психологія, педагогіка, соціальна робота, філософія",Київ,http://nbuv.gov.ua/j-tit/srtus
"Підприємництво, господарство і право",Київ,http://nbuv.gov.ua/j-tit/Pgip
Актуальні проблеми державного управління,Одеса,http://nbuv.gov.ua/j-tit/apdyo
Вісник Вищої ради юстиції,Київ,http://nbuv.gov.ua/j-tit/vvru
Гуманітарний вісник,"ер : Іноземна філологія, Черкаси",http://nbuv.gov.ua/j-tit/Gv
Економічна та соціальна географія,Київ,http://nbuv.gov.ua/j-tit/esg
Менеджер,Запоріжжя,http://nbuv.gov.ua/j-tit/Nzhm
Історіографічні дослідження в Україні,Київ,http://nbuv.gov.ua/j-tit/Idvu
Науковий вісник Інституту міжнародних відносин НАУ,"ер. : Економіка, право, політологія, туризм, Київ",http://nbuv.gov.ua/j-tit/Nvimvnau
Конституційно-правові академічні студії,Ужгород,http://nbuv.gov.ua/j-tit/kpac
Збірник наукових праць Національного гірничого університету,Дніпро,http://nbuv.gov.ua/j-tit/znpngu
Теплофізика та теплоенергетика,,http://nbuv.gov.ua/j-tit/PTT
Фінансово-кредитна діяльність: проблеми теорії та практики,Харків,http://nbuv.gov.ua/j-tit/Fkd
Український журнал нефрології та діалізу,Київ,http://nbuv.gov.ua/j-tit/Uzhn
Соціальна фармація в охороні здоров’я,Харків,http://nbuv.gov.ua/j-tit/sphhc
Післядипломна освіта в Україні,Київ,http://nbuv.gov.ua/j-tit/POU
Актуальні проблеми державного управління,Харків,http://nbuv.gov.ua/j-tit/apdy
Вісник Вінницького національного медичного університету,Вінниця,http://nbuv.gov.ua/j-tit/vvnmu
Гуманітарний вісник,"ер. : Історичні науки, Черкаси",http://nbuv.gov.ua/j-tit/Gvi
Економічна теорія,Київ,http://nbuv.gov.ua/j-tit/ecte
Менеджмент,Київ,http://nbuv.gov.ua/j-tit/Menedzhment
Історіографічні та джерелознавчі проблеми історії України,Дніпропетровськ,http://nbuv.gov.ua/j-tit/Itdpi
Науковий вісник Інституту професійно-технічної освіти НАПН України," Професійна педагогіка, Київ",http://nbuv.gov.ua/j-tit/Nvipto
"Конструювання, виробництво та експлуатація сільськогосподарських машин",Кропивницький,http://nbuv.gov.ua/j-tit/Zmntz
Збірник наукових праць Національного науково-дослідного інституту українознавства та всесвітньої історії,Київ,http://nbuv.gov.ua/j-tit/znpndiu
Термінологічний вісник,,http://nbuv.gov.ua/j-tit/terv
Фітотерапія,Київ,http://nbuv.gov.ua/j-tit/Fch
Український журнал перинатологія і педіатрія,Київ,http://nbuv.gov.ua/j-tit/perynatology
Соціальне право,Київ,http://nbuv.gov.ua/j-tit/sopr
"Пластична, реконструктивна і естетична хірургія",Київ,http://nbuv.gov.ua/j-tit/plreh
"Актуальні проблеми державного управління, педагогіки та психології",Херсон,http://nbuv.gov.ua/j-tit/apdyptp
Вісник Вінницького політехнічного інституту,Вінниця,http://nbuv.gov.ua/j-tit/vvpi
Гуманітарний журнал,Дніпропетровськ,http://nbuv.gov.ua/j-tit/gumj
Економічна теорія та право,Харків,http://nbuv.gov.ua/j-tit/Vnyua_etp
Менеджмент та підприємництво: тренди розвитку,Макіївка,http://nbuv.gov.ua/j-tit/mnnt
Історія і культура Придніпров'я. Невідомі та маловідомі сторінки,Київ,http://nbuv.gov.ua/j-tit/Iikp
Науковий вісник кафедри ЮНЕСКО Київського національного лінгвістичного університету," Філологія, педагогіка, психологія, Київ",http://nbuv.gov.ua/j-tit/Nvkyu
Концепція розвитку галузі фізичного виховання і спорту в Україні,Рівне,http://nbuv.gov.ua/j-tit/krgf
"Збірник наукових праць Національного наукового центру ""Інститут землеробства НААН""",Київ,http://nbuv.gov.ua/j-tit/znpzeml
Термоелектрика,,http://nbuv.gov.ua/j-tit/TE
Фольклористичні зошити,Луцьк,http://nbuv.gov.ua/j-tit/fz
Український журнал прикладної економіки,Тернопіль,http://nbuv.gov.ua/j-tit/ujae
Соціальні виміри суспільства,Київ,http://nbuv.gov.ua/j-tit/svs
Поверхность,Киев,http://nbuv.gov.ua/j-tit/Pov
Актуальні проблеми духовності,Кривий Ріг,http://nbuv.gov.ua/j-tit/apdu
Вісник Волинського інституту економіки та менеджменту,Луцьк,http://nbuv.gov.ua/j-tit/vviem
Гуманітарний часопис,Харків,http://nbuv.gov.ua/j-tit/gumc
Економічний аналіз,Тернопіль,http://nbuv.gov.ua/j-tit/ecan
Метал та лиття України,Киев,http://nbuv.gov.ua/j-tit/MLU
Історія народного господарства та економічної думки України,Київ,http://nbuv.gov.ua/j-tit/ingedu
"Науковий вісник Київського національного університету театру, кіно і телебачення імені І. К. Карпенка-Карого",Київ,http://nbuv.gov.ua/j-tit/Nvkkarogo
Корми і кормовиробництво,Вінниця,http://nbuv.gov.ua/j-tit/kik
Збірник наукових праць Національного університету кораблебудування,Миколаїв,http://nbuv.gov.ua/j-tit/znpnuk
Термоэлектричество,,http://nbuv.gov.ua/j-tit/ter
Формування ринкових відносин в Україні,Київ,http://nbuv.gov.ua/j-tit/frvu
Український журнал серцево-судинної хірургії,Київ,http://nbuv.gov.ua/j-tit/shnp
Соціальні технології: актуальні проблеми теорії та практики,Запоріжжя,http://nbuv.gov.ua/j-tit/stapttp
"Подільський вісник: сільське господарство, техніка, економіка",Кам'янець-Подільський,http://nbuv.gov.ua/j-tit/ZnpPdatu
Актуальні проблеми економіки,Київ,http://nbuv.gov.ua/j-tit/ape
Вісник геодезії та картографії,Київ,http://nbuv.gov.ua/j-tit/vgtk
Гуманітарні науки,Ялта,http://nbuv.gov.ua/j-tit/GuNa
"Економічний вісник ДВНЗ ""Український державний хіміко-технологічний університет""",Дніпро,http://nbuv.gov.ua/j-tit/evdvnz
Металеві конструкції,Днепропетровск,http://nbuv.gov.ua/j-tit/MetKon
Історія науки і біографістика,Київ,http://nbuv.gov.ua/j-tit/INB_Title
Науковий вісник Кременецької обласної гуманітарно-педагогічної академії ім. Тараса Шевченка,"ерія : Педагогіка, Кременець",http://nbuv.gov.ua/j-tit/nauvkrogpa
Космическая техника. Ракетное вооружение,Днепр,http://nbuv.gov.ua/j-tit/Ktrv
Збірник наукових праць Національної академії державного управління при Президентові України,Київ,http://nbuv.gov.ua/j-tit/znpnadu
Техника и приборы СВЧ,,http://nbuv.gov.ua/j-tit/Tpsvc
Формування ринкової економіки,Київ,http://nbuv.gov.ua/j-tit/fre
Український журнал сучасних проблем токсикології,Київ,http://nbuv.gov.ua/j-tit/spt
Соціально-гуманітарний вісник,Харків,http://nbuv.gov.ua/j-tit/sochumj
"Подільський вісник: сільське господарство, техніка, економіка"," Економічні науки, Кам'янець-Подільський",http://nbuv.gov.ua/j-tit/ZnpPdatue
Актуальні проблеми інноваційної економіки,Харків,http://nbuv.gov.ua/j-tit/apie
Вісник Глухівського національного педагогічного університету імені Олександра Довженка,"ер. : Педагогічні науки, Глухів",http://nbuv.gov.ua/j-tit/vgnpu
Гуманітарні студії,Київ,http://nbuv.gov.ua/j-tit/gums
Економічний вісник Донбасу,Київ-Старобільськ,http://nbuv.gov.ua/j-tit/ecvd
Металлофизика и новейшие технологии,Київ,http://nbuv.gov.ua/j-tit/MPhNT
Історія науки і техніки,Київ,http://nbuv.gov.ua/j-tit/ictnt
Науковий вісник Луганського національного аграрного університету," Біологічні науки, Луганськ",http://nbuv.gov.ua/j-tit/nvlnau
Космічна наука і технологія,Київ,http://nbuv.gov.ua/j-tit/KNiT
Збірник наукових праць Національної академії Державної прикордонної служби України,"ер. : Військові та технічні науки, Хмельницький",http://nbuv.gov.ua/j-tit/znpnapv_vtn
Техническая механика,,http://nbuv.gov.ua/j-tit/TMekh
Формування ринкової економіки в Україні,Львів,http://nbuv.gov.ua/j-tit/freu
Український журнал телемедицини та медичної телематики,Донецьк,http://nbuv.gov.ua/j-tit/Ujtm
Соціально-економічний розвиток регіонів у контексті міжнародної інтеграції,Херсон,http://nbuv.gov.ua/j-tit/Serrukmi
"Подільський вісник: сільське господарство, техніка, економіка"," Сільськогосподарські науки, Кам'янець-Подільський",http://nbuv.gov.ua/j-tit/ZnpPdatucg
Актуальні проблеми іноземної філології: лінгвістика та літературознавство,Бердянськ,http://nbuv.gov.ua/j-tit/apif
Вісник господарського судочинства,Київ,http://nbuv.gov.ua/j-tit/vgs
Гуржіївські історичні читання,"Черкаси",http://nbuv.gov.ua/j-tit/gurit
Економічний вісник Запорізької державної інженерної академії,Запоріжжя,http://nbuv.gov.ua/j-tit/evzdia
Металлургическая теплотехника,Дніпро,http://nbuv.gov.ua/j-tit/Mt
Історія релігій в Україні ,Львів,http://nbuv.gov.ua/j-tit/istrelukr
Науковий вісник Луганського національного аграрного університету," Ветеринарні науки, Луганськ",http://nbuv.gov.ua/j-tit/nvlnauv
Коштовне та декоративне каміння,Київ,http://nbuv.gov.ua/j-tit/Ktdk
Збірник наукових праць Національної академії Державної прикордонної служби України,"ерія : Педагогічні науки, Хмельницький",http://nbuv.gov.ua/j-tit/znpnadpcpn
Технические газы,,http://nbuv.gov.ua/j-tit/tecgaz
Форум права,Харків,http://nbuv.gov.ua/j-tit/FP_index.htm
Український журнал хірургії,Донецьк,http://nbuv.gov.ua/j-tit/Ujkh
Соціально-економічні проблеми і держава,Тернопіль,http://nbuv.gov.ua/j-tit/Sepid
Пожежна безпека,Львів,http://nbuv.gov.ua/j-tit/Pb
"Актуальні проблеми історії, теорії та практики художньої культури",Київ,http://nbuv.gov.ua/j-tit/apitphk
Вісник ДДФА," Економічні науки, Дніпропетровськ",http://nbuv.gov.ua/j-tit/vddfae
Економічний вісник Національного гірничого університету,Дніпро,http://nbuv.gov.ua/j-tit/evngu
Металознавство та обробка металів,Дніпро,http://nbuv.gov.ua/j-tit/MOM
"Історія торгівлі, податків та мита",Дніпро,http://nbuv.gov.ua/j-tit/itpm
Науковий вісник Луганського національного аграрного університету," Економічні науки, Луганськ",http://nbuv.gov.ua/j-tit/nvlnaue
Краєзнавство,Київ,http://nbuv.gov.ua/j-tit/kraeznavstvo
Збірник наукових праць Національної академії Державної прикордонної служби України,"ерія : Педагогічні та психологічні науки, Хмельницький",http://nbuv.gov.ua/j-tit/znpnapv_ppn
Техніка будівництва,,http://nbuv.gov.ua/j-tit/tb
Фундаментальные и прикладные проблемы черной металлургии,Киев,http://nbuv.gov.ua/j-tit/Ftpp
Український інформаційний простір,Київ,http://nbuv.gov.ua/j-tit/ukrinfsp
Соціально-економічні проблеми сучасного періоду України,Львів,http://nbuv.gov.ua/j-tit/sepspu
Пожежна безпека: теорія і практика,Черкаси,http://nbuv.gov.ua/j-tit/Pbtp
Актуальні проблеми клінічної та профілактичної медицини,Київ,http://nbuv.gov.ua/j-tit/apklm
Вісник ДІТБ,"ерія : Економіка, організація та управління підприємствами туристичної індустрії та туристичної галузі в цілому, Донецьк",http://nbuv.gov.ua/j-tit/vditb
"Економічний вісник Національного технічного університету України ""Київський політехнічний інститут""",Київ,http://nbuv.gov.ua/j-tit/evntukpi
Металознавство та термічна обробка металів,Донецьк,http://nbuv.gov.ua/j-tit/mtom
"Історія України. Маловідомі імена, події, факти",Київ,http://nbuv.gov.ua/j-tit/iumipf
Науковий вісник Луганського національного аграрного університету," Сільськогосподарські науки, Луганськ",http://nbuv.gov.ua/j-tit/nvlnaus
Креативна педагогіка,Вінниця,http://nbuv.gov.ua/j-tit/krped
Збірник наукових праць Національної академії Державної прикордонної служби України,"ерія : Психологічні науки, Хмельницький",http://nbuv.gov.ua/j-tit/znpnapv_pn
Техніка і технології АПК,,http://nbuv.gov.ua/j-tit/Titapk
Функциональная лингвистика,Симф.,http://nbuv.gov.ua/j-tit/flin
Український історичний журнал,Київ,http://nbuv.gov.ua/j-tit/UIJ
Соціально-психологічні проблеми тифлопедагогіки,Київ,http://nbuv.gov.ua/j-tit/sppt
Поліграфія і видавнича справа,Львів,http://nbuv.gov.ua/j-tit/Pivs
Актуальні проблеми мистецької практики і мистецтвознавчої науки,Київ,http://nbuv.gov.ua/j-tit/apmpmn
Вісник Дніпровського університету,"ерія : Механіка, Дніпро",http://nbuv.gov.ua/j-tit/vdumec
Економічний вісник університету,Переяслав-Хмельницький,http://nbuv.gov.ua/j-tit/ecvu
Металургійна та гірничорудна промисловість,Запоріжжя,http://nbuv.gov.ua/j-tit/MGRP
Історія української географії,Тернопіль,http://nbuv.gov.ua/j-tit/iug
Науковий вісник Луганського національного аграрного університету," Технічні науки, Луганськ",http://nbuv.gov.ua/j-tit/nvlnaut
Креативний простір,Харків,http://nbuv.gov.ua/j-tit/krpr
Збірник наукових праць Національної академії Національної гвардії України,Харків,http://nbuv.gov.ua/j-tit/znpavs
"Техніка, енергетика, транспорт АПК",,http://nbuv.gov.ua/j-tit/tetapk
Фотоэлектроника,"Оdessa",http://nbuv.gov.ua/j-tit/Photo_el
Український історичний збірник,Київ,http://nbuv.gov.ua/j-tit/Uiz
Соціально-трудові відносини: теорія та практика ,Київ,http://nbuv.gov.ua/j-tit/stvttp
Полімерний журнал,Київ,http://nbuv.gov.ua/j-tit/Polimer
